sim_time_ns,drone_x,drone_y,drone_z,roll,pitch,yaw,detect_result,n_contours,largest_area,largest_aspect,largest_passed,n_candidates,best_area,best_aspect,best_hull_pts,best_poly_pts,four_corner_eps,n_clipped_corners
1781564393997055900,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564393999657700,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564393999657700,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394014311000,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_contours,0,,,,,,,,,,
1781564394031373500,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_candidates,6,55.5,1.0,False,0,,,,,,
1781564394031373500,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_candidates,6,55.5,1.0,False,0,,,,,,
1781564394031373500,-159.19398498535156,-4.591181755065918,24.839008331298828,0.01218466181308031,-0.0030856130179017782,2.6868650913238525,no_candidates,6,55.5,1.0,False,0,,,,,,
