sim_time_ns,est_x,est_y,est_z,drone_x,drone_y,drone_z,matched_gate_id,mav_x,mav_y,mav_z,error_x,error_y,error_z,error_mag
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
1780819708807457200,-26.227201577744584,-0.5605156225578825,0.8341633427652829,-0.00046874998952262104,6.83593752910383e-05,0.020546874031424522,0,-23.2979679107666,-0.39990234375,-1.4919580206274987,-2.929233666977982,-0.16061327880788245,2.3261213633927817,3.7439347080737115
