sim_time_ns,drone_x,drone_y,drone_z,yaw,detect_result,n_contours,largest_area,largest_aspect,largest_passed,n_candidates,best_area,best_aspect,best_hull_pts,best_poly_pts,four_corner_eps,n_clipped_corners
1782789245245777300,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245245777300,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245264802400,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245266070900,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245267251200,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245269605800,0.0,0.0,-0.5,0.0,ok,3,4976.0,0.9195402298850575,True,3,4976.0,0.9195402298850575,23,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245279872500,0.0,0.0,-0.5,0.0,ok,15,920.0,0.6595744680851063,True,2,920.0,0.6595744680851063,13,4,0.04,0
1782789245318750200,0.0,0.0,-0.5,0.0,ok,13,920.0,0.6595744680851063,True,3,920.0,0.6595744680851063,14,4,0.04,0
